unique_transaction_id,transaction_status,dollarsobligated,baseandexercisedoptionsvalue,baseandalloptionsvalue,maj_agency_cat,mod_agency,maj_fund_agency_cat,contractingofficeagencyid,contractingofficeid,fundingrequestingagencyid,fundingrequestingofficeid,fundedbyforeignentity,signeddate,effectivedate,currentcompletiondate,ultimatecompletiondate,lastdatetoorder,contractactiontype,reasonformodification,typeofcontractpricing,priceevaluationpercentdifference,subcontractplan,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogramcode,contingencyhumanitarianpeacekeepingoperation,contractfinancing,costorpricingdata,costaccountingstandardsclause,descriptionofcontractrequirement,purchasecardaspaymentmethod,numberofactions,nationalinterestactioncode,progsourceagency,progsourceaccount,progsourcesubacct,account_title,rec_flag,typeofidc,multipleorsingleawardidc,programacronym,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingasbusinessname,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,streetaddress,streetaddress2,streetaddress3,city,state,zipcode,vendorcountrycode,vendor_state_code,vendor_cd,congressionaldistrict,vendorsitecode,vendoralternatesitecode,dunsnumber,parentdunsnumber,phoneno,faxno,registrationdate,renewaldate,mod_parent,locationcode,statecode,PlaceofPerformanceCity,pop_state_code,placeofperformancecountrycode,placeofperformancezipcode,pop_cd,placeofperformancecongressionaldistrict,psc_cat,productorservicecode,systemequipmentcode,claimantprogramcode,principalnaicscode,informationtechnologycommercialitemcategory,gfe_gfp,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundling,consolidatedcontract,countryoforigin,placeofmanufacture,manufacturingorganizationtype,agencyid,piid,modnumber,transactionnumber,fiscal_year,idvagencyid,idvpiid,idvmodificationnumber,solicitationid,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedures,commercialitemtestprogram,smallbusinesscompetitivenessdemonstrationprogram,a76action,competitiveprocedures,solicitationprocedures,typeofsetaside,localareasetaside,evaluatedpreference,fedbizopps,research,statutoryexceptiontofairopportunity,organizationaltype,numberofemployees,annualrevenue,firm8aflag,hubzoneflag,sdbflag,issbacertifiedsmalldisadvantagedbusiness,shelteredworkshopflag,hbcuflag,educationalinstitutionflag,womenownedflag,veteranownedflag,srdvobflag,localgovernmentflag,minorityinstitutionflag,aiobflag,stategovernmentflag,federalgovernmentflag,minorityownedbusinessflag,apaobflag,tribalgovernmentflag,baobflag,naobflag,saaobflag,nonprofitorganizationflag,isothernotforprofitorganization,isforprofitorganization,isfoundation,haobflag,ishispanicservicinginstitution,emergingsmallbusinessflag,hospitalflag,contractingofficerbusinesssizedetermination,is1862landgrantcollege,is1890landgrantcollege,is1994landgrantcollege,isveterinarycollege,isveterinaryhospital,isprivateuniversityorcollege,isschoolofforestry,isstatecontrolledinstitutionofhigherlearning,isserviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,isairportauthority,iscouncilofgovernments,ishousingauthoritiespublicortribal,isinterstateentity,isplanningcommission,isportauthority,istransitauthority,issubchapterscorporation,islimitedliabilitycorporation,isforeignownedandlocated,isarchitectureandengineering,isdotcertifieddisadvantagedbusinessenterprise,iscitylocalgovernment,iscommunitydevelopedcorporationownedfirm,iscommunitydevelopmentcorporation,isconstructionfirm,ismanufacturerofgoods,iscorporateentitynottaxexempt,iscountylocalgovernment,isdomesticshelter,isfederalgovernmentagency,isfederallyfundedresearchanddevelopmentcorp,isforeigngovernment,isindiantribe,isintermunicipallocalgovernment,isinternationalorganization,islaborsurplusareafirm,islocalgovernmentowned,ismunicipalitylocalgovernment,isnativehawaiianownedorganizationorfirm,isotherbusinessororganization,isotherminorityowned,ispartnershiporlimitedliabilitypartnership,isschooldistrictlocalgovernment,issmallagriculturalcooperative,issoleproprietorship,istownshiplocalgovernment,istriballyownedfirm,istribalcollege,isalaskannativeownedcorporationorfirm,iscorporateentitytaxexempt,iswomenownedsmallbusiness,isecondisadvwomenownedsmallbusiness,isjointventurewomenownedsmallbusiness,isjointventureecondisadvwomenownedsmallbusiness,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,prime_awardee_executive1,prime_awardee_executive1_compensation,prime_awardee_executive2,prime_awardee_executive2_compensation,prime_awardee_executive3,prime_awardee_executive3_compensation,prime_awardee_executive4,prime_awardee_executive4_compensation,prime_awardee_executive5,prime_awardee_executive5_compensation,interagencycontractingauthority,last_modified_date
249f45375559e0f433f91bcbdd823071,active,6272.00,6272.00,6272.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W9127S: W076 ENDIST LITTLE ROCK,96CE: U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W9127S: Little Rock,Not Applicable,09/20/2006,09/20/2006,10/11/2006,10/11/2006,,PO Purchase Order,: ,J: Firm Fixed Price,0,: ,X,N: No,X: NOT APPLICABLE,,: ,E: COMMERCIAL FINANCING,: ,X,VALVE BOSCH NG6 PROPORTIONAL,N: No,1,NONE: NONE,,,,,,,: ,,AMERICAN GOVERNOR COMPANY,,AMERICAN GOVERNOR COMPANY,,,,,,,101 GARRISON COURT,,,LANGHORNE,PA,190471649,UNITED STATES,PA,PA08,PA08,9664914790000PR,190471649,966491479,966491479,,,06/11/2002,03/14/2007,AMERICAN GOVERNOR COMPANY,47390,AR: ARKANSAS,MOUNTAIN HOME,AR: ARKANSAS,USA: UNITED STATES,726534306,AR01,AR01,59,5999: MSC ELECT & ELECTRONIC COMPONENTS,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,332911: INDUSTRIAL VALVE MANUFACTURING,Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,A: MEETS REQUIREMENTS,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,W9127S06P0303,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,0,A: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,25,4000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,09/20/2006
41143d5867bef7bc08462f64310ea658,active,.00,1161715.20,1161715.20,9700: DEPT OF DEFENSE,9763: DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9700: DEPT OF DEFENSE,9763: DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),S5105A: DEFENSE CONTRACT MANAGEMENT AGENCY,9763: DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),S5105A: DEFENSE CONTRACT MANAGEMENT AGENCY,Not Applicable,09/22/2006,09/22/2006,09/30/2007,09/30/2007,,DO Delivery Order,: ,Y: Time and Materials,0,B: PLAN NOT REQUIRED ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,Z: NOT APPLICABLE,N: No,X,SOFTWARE DEPLOYMENT SERVICES,N: No,1,NONE: NONE,,,,,,,: ,,BEARINGPOINT LLC,,,,,,,,,1676 INTERNATIONAL DR,,,MCLEAN,VA,22102,UNITED STATES,VA,VA08,VA08,,,125590674,014097146,,,,,BEARINGPOINT  INC.,01000,VA: VIRGINIA,ALEXANDRIA,VA: VIRGINIA,USA: UNITED STATES,223103241,VA08,VA08,D,D399: OTHER ADP & TELECOMMUNICATIONS SVCS,000: NONE,S1: SERVICES,541519: OTHER COMPUTER RELATED SERVICES,A: COMMERCIALLY AVAILABLE,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,0015,0,0,2006,9700,S5105A04A0006,0,,A: FULL AND OPEN COMPETITION,: ,3,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,Y: Yes,,,,,,,,,,,,X: Not Applicable,10/30/2009
ca9515e7a3c353d4da37825aa6a558ab,active,47967.00,47967.00,47967.00,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,N00178: NSWC DAHLGREN,1700: DEPT OF THE NAVY,N00178: NSWC DAHLGREN,Not Applicable,08/31/2006,08/31/2006,09/30/2006,09/30/2006,,PO Purchase Order,: ,J: Firm Fixed Price,0,: ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,Z: NOT APPLICABLE,: ,X,SOFTWARE REQUIREMENTS UPDATE,N: No,1,NONE: NONE,,,,,,,: ,,CACI INCORPORATED FEDERAL,,CACI INCORPORATED FEDERAL,,,,,,,2850 PRESIDENTIAL DR.,,,FAIRBORN,OH,453242318,UNITED STATES,OH,OH07,OH07,0763552830000PR,453242318,076355283,045534641,,,12/18/2001,01/17/2007,CACI INTERNATIONAL INC,25914,OH: OHIO,FAIRBORN,OH: OHIO,USA: UNITED STATES,453242318,OH07,OH07,D,D399: OTHER ADP & TELECOMMUNICATIONS SVCS,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,541512: COMPUTER SYSTEMS DESIGN SERVICES,B: OTHER COMMERCIAL ITEM,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,N0017806M1260,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,1,A: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,10130,133112998,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N: No,X: Not Applicable,Y: Yes,,,,,,,,,,,,X: Not Applicable,11/12/2006
15f3a83ed064cb89de7c85b48afd911e,active,3351.00,3351.00,3351.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W9124M: W6QM MICC-FT STEWART,2100: DEPT OF THE ARMY,W33V19: 0003 CS BN     BRIGADE SUPPORT,Not Applicable,08/25/2006,09/01/2006,09/01/2006,09/01/2006,,PO Purchase Order,: ,J: Firm Fixed Price,0,: ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X,TROPHY DISPLAY CASE,Y: Yes,1,NONE: NONE,,,,,,,: ,,ACTIVE METAL AND MOLD,,,,,,,,,2219 COTTAGE ST,,,ASHLAND,OH,448051296,UNITED STATES,OH,OH16,OH16,1014608010000,448051296,101460801,101460801,,,08/22/2006,08/23/2007,ACTIVE METAL & MOLDS,31068,GA: GEORGIA,,GA: GEORGIA,USA: UNITED STATES,313145000,GA01,GA01,71,7195: MISC FURNITURE & FIXTURES,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,"337215: SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING",Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,A: MEETS REQUIREMENTS,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,W9124M06P0460,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,3,A: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,24,3800000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,11/22/2006
38a09d4f9be439c06263d62cc7deee16,active,11508.00,11508.00,11508.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W912GY: W6QK SIAD CONTR OFF,2100: DEPT OF THE ARMY,W62G2W: W0MJ US ARMY DEPOT SIERRA,Not Applicable,08/10/2006,08/10/2006,11/01/2006,11/01/2006,,DO Delivery Order,: ,J: Firm Fixed Price,0,B: PLAN NOT REQUIRED ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,000,: ,F: PERFORMANCE-BASED FINANCING,N: No,X,SHORTEN EAPS SN A508RH,N: No,1,NONE: NONE,,,,,,,: ,,PALL AEROPOWER CORPORATION,,,,,,,,,10540 RIDGE RD,,,NEW PORT RICHE,FL,34654,UNITED STATES,FL,FL05,FL05,,,807445499,002054419,,,,,PALL CORPORATION,48500,FL: FLORIDA,NEW PORT RICHEY,FL: FLORIDA,USA: UNITED STATES,346545198,FL05,FL05,J,J029: MAINT-REP OF ENGINE ACCESSORIES,000: NONE,A1B: AIRCRAFT ENGINES AND SPARES ,336412: AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,0005,0,0,2006,9700,W912GY04A0002,0,,C: NOT COMPETED,ONE: ONLY ONE SOURCE - OTHER ,1,D: ,N: No,N: NO,No,,SSS: ONLY ONE SOURCE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,N: No,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,02/12/2009
adef3fa42ee2bec41f95722a1ee8bede,active,.00,81898.00,81898.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W912EE: W07V ENDIST VICKSBURG,96CE: U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,W912EE: Vicksburg,Not Applicable,06/06/2006,06/02/2006,09/15/2006,09/15/2006,,DO Delivery Order,: ,J: Firm Fixed Price,0,B: PLAN NOT REQUIRED ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,Z: NOT APPLICABLE,N: No,X,"B4R0000 PROVIDE ALL LABOR, EQUIPMENT TO APPLY PESTICIDS",N: No,1,NONE: NONE,,,,,,,: ,,ARROWHEAD STARR COMPANY,,,,,,,,,"H C 68, BOX 1265",,,PLAINVIEW,AR,72857,UNITED STATES,AR,AR02,AR02,,,139743934,139743934,,,,,ARROWHEAD STARR COMPANY,76720,MS: MISSISSIPPI,VICKSBURG,MS: MISSISSIPPI,USA: UNITED STATES,391833435,MS02,MS02,F,F999: OTHER ENVIR SVC/STUD/SUP,000: NONE,S1: SERVICES,"115112: SOIL PREPARATION, PLANTING, AND CULTIVATING",Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,N: NO,D: NOT A BUNDLED REQUIREMENT,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,0012,0,0,2006,9700,DACW3803D0007,0,,B: NOT AVAILABLE FOR COMPETITION,OTH: AUTHORIZED BY STATUTE,1,A: ,N: No,N: NO,No,,: ,8AN: 8(A) SOLE SOURCE ,,: ,X,,,,0,0,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,08/12/2010
325b66080e92553827779bbf99cd455f,active,.00,.00,.00,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,9700: DEPT OF DEFENSE,2100: DEPT OF THE ARMY,W90WL5: W0MM TOOELE ARMY DEPOT,2100: DEPT OF THE ARMY,W67G22: W0MM TOOELE ARMY DEPOT,Not Applicable,04/03/2006,04/01/2006,04/30/2006,04/30/2006,,PO Purchase Order,B: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,Z: NOT APPLICABLE,: ,X,FSC:  6810    NAME:  SODIUM HYDROXI    PART NUMBER:,N: No,1,NONE: NONE,,,,,,,: ,,THATCHER COMPANY,,,,,,,,,1905 FORTUNE RD,,,SALT LAKE CITY,UT,84104,UNITED STATES,UT,UT01,UT01,,,041307356,041307356,,,,,THATCHER COMPANY,76790,UT: UTAH,TOOELE,UT: UTAH,USA: UNITED STATES,840745003,UT01,UT01,68,6810: CHEMICALS,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,325199: ALL OTHER BASIC ORGANIC CHEMICAL MANUFACTURING,Z: NOT IT PRODUCTS OR SERVICES,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,N: NO,: ,N: No,USA,C: NOT A MANUFACTURED END PRODUCT,: ,9700: DEPT OF DEFENSE,W90WL505P0098,P00004,0,2006,,,,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,2,A: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,12/01/2007
052607efff78f1ac95c49b40b0d97b25,active,4329.00,.00,.00,9700: DEPT OF DEFENSE,5700: DEPT OF THE AIR FORCE,9700: DEPT OF DEFENSE,5700: DEPT OF THE AIR FORCE,FA3300: FA3300  42 CONS CC,5700: DEPT OF THE AIR FORCE,FA3300: FA3300  42 CONS CC,Not Applicable,11/30/2005,09/23/2005,08/31/2006,08/31/2006,,DO Delivery Order,D: CHANGE ORDER,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,X: NOT APPLICABLE,: ,: ,X,MODIFICATION TO ADD ADDITIONAL FUNDS,N: No,1,NONE: NONE,57,3400,,,,,: ,,WESTWOOD COMPUTER CORP,,,,,,,,,11 DIAMOND RD,,,SPRINGFIELD,NJ,070813101,UNITED STATES,NJ,NJ07,NJ07,,,064299332,056090210,,,,,EMTEC  INC.,,AL: ALABAMA,MONTGOMERY,AL: ALABAMA,USA: UNITED STATES,361125948,AL02,AL02,70,7030: ADP SOFTWARE,000: NONE,C9E: ALL OTHERS NOT IDENTIFIABLE TO ANY OTHER PROCUREMENT PROGRAM,: ,A: COMMERCIALLY AVAILABLE,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,: ,: ,D: NOT A BUNDLED REQUIREMENT,N: No,,: ,: ,9700: DEPT OF DEFENSE,FA330005FA192,P00001,0,2006,4735,26303D0539,0,,D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,: ,3,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,SBA: SMALL BUSINESS SET ASIDE - TOTAL,,NONE: NO PREFERENCE USED,X,,,,0,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N: No,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/17/2012
fdce586348eaede2e7b0765c89c4490a,active,631.00,.00,.00,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,9700: DEPT OF DEFENSE,1700: DEPT OF THE NAVY,N62470: NAVAL FAC ENGINEEERING CMD ATLANTIC,2100: DEPT OF THE ARMY,W91JZT: W6QZ USAE JTF-GTMO,Not Applicable,02/22/2006,02/22/2006,02/24/2006,,,DO Delivery Order,D: CHANGE ORDER,J: Firm Fixed Price,,: ,X,N: No,N: NO - SERVICE WHERE PBA IS NOT USED.,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,A BRDC JOINT VENTURE,,A BRDC JOINT VENTURE,BRDC A JOINT VENTURE,,,,,,1900 ROUTE 51,,,CLAIRTON,PA,150253673,UNITED STATES,PA,PA18,PA18,1388322950000PR,150253673,138832295,138832295,,,12/24/2003,10/19/2007,A BRDC JOINT VENTURE,,: ,,: ,CUB: CUBA,,,,Y,Y199: CONSTRUCT/MISC BLDGS,000: NONE,C2: CONSTRUCTION,237990: OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,: ,N: Transaction does not use GFE/GFP,: ,: ,Y: YES,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,0318,1A,0,2006,9700,N6247003D3009,0,,A: FULL AND OPEN COMPETITION,: ,4,D: ,N: No,N: NO,No,,NP: NEGOTIATED PROPOSAL/QUOTE,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,100,8000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O: OTHER THAN SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,X: Not Applicable,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,07/22/2008
eb997c62f1d1e2b56d1a9c5180230479,active,25232.00,.00,.00,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,9700: DEPT OF DEFENSE,97AS: DEFENSE LOGISTICS AGENCY,SPM4A1: DLA AVIATION,97AS: DEFENSE LOGISTICS AGENCY,SPM4A1: DLA AVIATION,Not Applicable,03/28/2006,03/28/2006,05/23/2006,,,PO Purchase Order,: ,J: Firm Fixed Price,,: ,X,N: No,X: NOT APPLICABLE,,: ,: ,: ,X, ,N: No,1,NONE: NONE,,,,,,,: ,,"THERMAL STRUCTURES, INC",,,,,,,,,2362 RAILROAD ST,,,CORONA,CA,92880,UNITED STATES,CA,CA44,CA44,,,046067922,809570781,,,,,HEICO CORPORATION,16350,CA: CALIFORNIA,,CA: ,USA: UNITED STATES,,CA00,CA00,15,1560: AIRFRAME STRUCTURAL COMPONENTS,000: NONE,A1A: AIRFRAMES AND SPARES,336411: AIRCRAFT MANUFACTURING,: ,N: Transaction does not use GFE/GFP,E: NOT REQUIRED,C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U: UNKNOWN,: ,N: No,,: ,: ,9700: DEPT OF DEFENSE,SPM4A706M3256,0,0,2006,,,,,A: FULL AND OPEN COMPETITION,: ,2,D: ,N: No,N: NO,No,,SP1: SIMPLIFIED ACQUISITION,NONE: NO SET ASIDE USED.,,NONE: NO PREFERENCE USED,Y,,,,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S: SMALL BUSINESS,N,N,N,N,N,N,N,N,,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N: No,X: Not Applicable,X: Not Applicable,N: No,,,,,,,,,,,,X: Not Applicable,10/08/2006
